chain,market_id,loan_token,collateral_token,oracle,irm,lltv
ethereum,0x544b0a093b130a3fb01b72a1279ab848575f049c73da3b5c9c718f9350a1519c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf10A134A987E22ffa9463570A6D1eb92a63Fc178,0xB54673451c1e5Fd5CD97763954A6Fb843A5f8e47,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
ethereum,0x5f5bfaa51137098abc90b249c93b6051987877ada76135bb3dd7502b10d184a3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x7C1156E515aA1A2E851674120074968C905aAF37,0x6779b2F08611906FcE70c70c596e05859701235d,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x5f8a138ba332398a9116910f4d5e5dcd9b207024c5290ce5bc87bc2dbd8e4a86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,0x0705CDc1e56f837D7F97Bc2bAE36bE3670dA02C0,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0x60154d71ec96b7aee2864326662cb731172f1ebd6ca0e64af9bc8659831ed0ff,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x19Ebd191f7A24ECE672ba13A302212b5eF7F35cb,0x87A45c3A7a5f10D5a02531eF26c3bc2BC2011083,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x61765602144e91e5ac9f9e98b8584eae308f9951596fd7f5e0f59f21cd2bf664,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0x5635a2F38c5dFd1d8fDB176d9CB5AEFA07bf6A68,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0x64d65c9a2d91c36d56fbc42d69e979335320169b3df63bf92789e2c8883fcc64,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0xA6D6950c9F177F1De7f7757FB33539e3Ec60182a,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0x6894e287c615cf987993975d4ede5c30e469e4bc901ff8d0f4fd67eb8189f2a8,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,0x06B964d96f5dCF7Eae9d7C559B09EDCe244d4B8E,0x7bA6A0590a97c256a015d34102Fc9df6b74b1f1c,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0x718af3af39b183758849486340b69466e3e89b84b7884188323416621ee91cb7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x630A3B4a095220f4b36082DEc1DeaE903346e372,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,625000000000000000
ethereum,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x80ac24aA929eaF5013f6436cdA2a7ba190f5Cc0b,0x80032f4cb6E3573b9ed61E888AF658E48Fb790cC,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x760b14c9003f08ac4bf0cfb02596ee4d6f0548a4fde5826bfd56befb9ed62ae9,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x917459337CaAC939D41d7493B3999f571D20D667,0xFCaE69BEF9B6c96D89D58664d8aeA84BddCe2E5c,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x779c536c70b70a70734d1882c8496695d4da583c49d4ed9bda99d1ec963522b7,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
ethereum,0x7aae9136d142aa7ec2a3ad155fb42489ed7ed93a74c589eb1643916ae19f0833,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x90455bd11Ce8a67C57d467e634Dc142b8e4105Aa,0x04d1ACfEB737E10fb5e849222Be17aA8855c54E6,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x83b7ad16905809ea36482f4fbf6cfee9c9f316d128de9a5da1952607d5e4df5e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,0xDDBCAAc63306428D10ff4C6832caE1991244C056,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0x83e10b446f0f2013bb5417fbab8de0371808da605d9d88bdd3ad9de4e7303048,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x1376913337ceC523B4DDEAD8a60eDb1fA43fF1E3,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0x85c7f4374f3a403b36d54cc284983b2b02bbd8581ee0f3c36494447b87d9fcab,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,0x873CD44b860DEDFe139f93e12A4AcCa0926Ffb87,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x89613b0381d73cf379c507bf731cd79f9bd06c28372284b7559fc47fb2873ba7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1132065009850C72E27B7950C0f9285d1D103589,0x4DD5060174B344A88E04DD7085BD6b2bfD98da2F,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x8a71a66ac828c2b6d4f8accce5859aba0822b502f3833bec4aff09479affffdb,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB10DA2F9147f9cf2B8826877Cd0c95c18A0f42dc,0x0dF910a47452B995F545D66eb135f38D0FbB142E,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x8aa8614fca17b7efd787e3677bab78fce4a4928866375e86275001515b1f8114,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x734eec7930bc84eC5732022B9EB949A81fB89AbE,0x5E0032be06D79734819f05C4965eAeD53e1E4774,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0x8b1bc4d682b04a16309a8adf77b35de0c42063a7944016cfc37a79ccac0007b6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4737D9b4592B40d51e110b94c9C043c6654067Ae,0x50356C32c984BF921a0eFB1F4264Ac328e429c2c,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x8d18658cd2688b702222c11467133c1c2237bd058ba2467e47bc360067ebe038,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x72EeFF006E96C20aA00e72aC552f35EB9eE836bB,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0x8e7cc042d739a365c43d0a52d5f24160fa7ae9b7e7c9a479bd02a56041d4cf77,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,0x8875ceb24E656FCA062759BDCF870F59A2B0187b,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x934b5427f2dbcddaddb59e04b8bbb41ef30fb7481eef95366ffa5da4290f1359,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x21aacE56a8F21210b7E76d8eF1a77253Db85BF0a,0xc8532581681f2d8f20D38b038a5a4fbFCef6cc6f,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0x972e8cd51940dd0311b7b6f5adeb86bc7563e3c7502c5d2c00b200195cb89f39,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,0x742B4166878Bfd339Db65a29a17E49b81a6B6Aac,0x562276a190AD4De8F1A46746907e2b4ea3fCb81C,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0xa0534c78620867b7c8706e3b6df9e69a2bc67c783281b7a77e034ed75cee012e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,0x94f93f1eADb8a2f73C415AD4C19cB791e6D0192b,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0xa317ab09a76b2213271a4df078cb3f132a4d192b456b1eb56051ff32cca6f0a1,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0xf736acF34FF7Cd9B3565b73a1f15E652859bF322,0x67A71BdaC427378928C75DC7132b166Dd50C589E,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xa3819a7d2aee958ca0e7404137d012b51ea47d051db69d94656956eff8c80c23,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,0x3B74C5fd1005Cd98f349d5d9Df78EC8b15131fa5,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0xa458018cf1a6e77ebbcc40ba5776ac7990e523b7cc5d0c1e740a4bbc13190d8f,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xFfEc096c087C13Cc268497B89A613cACE4DF9A48,0xD7c8498fF648CBB9E79d6470cf7F639e696D27A5,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1d08E7adC263CfC70b1BaBe6dC5Bb339c16Eec52,0xBf877B424bE6d06cA4755aF2c677120eC71cac53,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xa921ef34e2fc7a27ccc50ae7e4b154e16c9799d3387076c421423ef52ac4df99,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x008bF4B1cDA0cc9f0e882E0697f036667652E1ef,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0xab0dcab71e65c05b7f241ea79a33452c87e62db387129e4abe15e458d433e4d8,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x8A47b431A7D947c6a3ED6E42d501803615a97EAa,0xA8ccE51046d760291f77eC1EB98147A75730Dcd5,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xb323495f7e4148be5643a4ea4a8221eef163e4bccfdedc2a6f4696baacbc86cc,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x48F7E36EB6B826B2dF4B2E630B62Cd25e89E40e2,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0xb7ad412532006bf876534ccae59900ddd9d1d1e394959065cb39b12b22f94ff5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1B4d34E8754600962Cd944B535180Bd758E6c2e,0xcb6a6fDFdb18eC9A004465aEf74ff9092FD4f89A,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xb81eaed0df42ff6646c8daf4fe38afab93b13b6a89c9750d08e705223a45e2ef,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x78804d5290F250A8066145D16A99bd3ea920b732,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xb8fc70e82bc5bb53e773626fcc6a23f7eefa036918d7ef216ecfb1950a94a85e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0xbD60A6770b27E084E8617335ddE769241B0e71D8,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xba761af4134efb0855adfba638945f454f0a704af11fc93439e20c7c5ebab942,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,0x2A2658Fc208Ed00e11D96d3F7470618924466877,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0xbc552f0b14dd6f8e60b760a534ac1d8613d3539153b4d9675d697e048f2edc7e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x1376913337ceC523B4DDEAD8a60eDb1fA43fF1E3,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xbed987dd46049adb1ff34de8ef761a9da3b08890fa7fff629ea9b66d049de823,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xc8CF6D7991f15525488b2A83Df53468D682Ba4B0,0xC793DeA5e437BF4BC4d8F24C7F3b9f31BC6892A7,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xbf6687cb042a09451e66ebc11d7716c49fb8ccc75f484f7fab0eed6624bd5838,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x030b69280892c888670EDCDCD8B69Fd8026A0BF3,0x91C96e6a720CFC294bEB22D059bb6255654d7411,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x738d1115B90efa71AE468F1287fc864775e23a31,0xf3FB6f72f1bbD5dFfC03c8c120E7692559643B6d,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xc84cdb5a63207d8c2e7251f758a435c6bd10b4eaefdaf36d7650159bf035962e,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0x738d1115B90efa71AE468F1287fc864775e23a31,0x3aBB61053F4b18AA8fd95B7802Cb2E27B61Ab43a,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,980000000000000000
ethereum,0xca260ba9ffe237d9b85106e9fe926baa6a0645d15c8c3976b914301fc6927d1a,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0x3bd0C522eA444eA2B3F28777e8C20248b6E33252,0x15681aE0146C505761cbc2fac71Cf37d29c2A0bf,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0xbD60A6770b27E084E8617335ddE769241B0e71D8,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000
ethereum,0xd2630c0ebf33ba83c82e8cd400a8e6345370238ca695ce58773b2d3e43de1b0a,0x64351fC9810aDAd17A690E4e1717Df5e7e085160,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,0xc28F86C86F79282E2d2A1f45442339C55f7eB22D,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xd647ec76fd3d2e6fb2133fd496a150f91d86956ad02b0b654435501527d3da0c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3bd0C522eA444eA2B3F28777e8C20248b6E33252,0xEf2730755ce3AA5F20eFbff6bD3eE8942760942b,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xd925961ad5df1d12f677ff14cf20bac37ea5ef3b325d64d5a9f4c0cc013a1d47,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0022228a2cc5E7eF0274A7Baa600d44da5aB5776,0xd884fa9fe289EB06Cc22667252fA6Bea87A91CC3,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xd9e34b1eed46d123ac1b69b224de1881dbc88798bc7b70f504920f62f58f28cc,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1202F5C7b4B9E47a1A484E8B270be34dbbC75055,0xDa850a72080024e17c1590fbf6ea7a826dB90760,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xdc5333039bcf15f1237133f74d5806675d83d9cf19cfd4cfdd9be674842651bf,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,0xE47E36457D0cF83A74AE1e45382B7A044f7abd99,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xddac4d5caa0b1923ef338d53e01876af69c5b68ebf8e268082c7d3e2be2e7f8e,0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5,0x1d08E7adC263CfC70b1BaBe6dC5Bb339c16Eec52,0x0e81d800E2c73247E7481E45aF7F55b96AFc4bE1,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xe04a6c17bd59c9fcbc2bcf0035be0e78974f2741b15dc079635e2f0137d38f2c,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
ethereum,0xe161f2204b2d5a356a91c324e1a77d791da217fdec6b52a84b5b9e0b56516413,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5a5b93F762739fa94F3EcC0b34Af2e56702E7f70,0xB49e92DD51Fa1E75D23Bc70EF71Fc37e3A030494,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4956b52aE2fF65D74CA2d61207523288e4528f96,0x19018450A02bC5c1994eaD517498311f64B2626a,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000
ethereum,0xe61a903174169e4897669e9bc4419eb7582b36d1a3d3df633dccab88da6e2ccd,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x207F7205fd6c4b602Fa792C8b2B60e6006D4a0b8,0x5BAe86006Ed1Ea3DD2891bF56f27Ac4A098D5601,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xe8c9d076ee7e6fcadd34165c44c08fe61533e7ab4accbed76d7e7f7d5a011708,0xFa2B947eEc368f42195f24F36d2aF29f7c24CeC2,0xc8CF6D7991f15525488b2A83Df53468D682Ba4B0,0xD352E2cf83DB8c6C4FC37E16027ef9fb340a6b87,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xeec6c7e2ddb7578f2a7d86fc11cf9da005df34452ad9b9189c51266216f5d71b,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x23E60d1488525bf4685f53b3aa8E676c30321066,0x5CB13E10beb0Bc0760988F16196b016536afc6c0,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xef2c308b5abecf5c8750a1aa82b47c558005feb7a03f4f8e1ad682d71ac8d0ba,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x238a700eD6165261Cf8b2e544ba797BC11e466Ba,0x0cB1928EcA8783F05a07D9Ae2AfB33f38BFBEb78,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xef9f1e3e71483c9c9b61d2e27452e26507e52b547775ca899277b35585ef7b01,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0x76e222b07C53D28b89b0bAc18602810Fc22B49A8,0x8EE090A8486F40E059B61d23A9Ae9302508Acbbc,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,770000000000000000
